"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping v1.0",,,,,,
,,,,,,
Author Name(s):,"Quardokus, E., Browne, K., Bueckle, A., Herr II, B., Börner, K.",,,,,
Author ORCID(s):,"0000-0001-7655-4833, 0000-0003-4066-7531, 0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,
Reviewer(s):,,,,,,
General Publication(s):,https://www.biorxiv.org/content/10.1101/2021.05.31.446440v1,,,,,
Data DOI:,10.48539/HBM527.RCXM.366,,,,,
Date:,7/28/2021,,,,,
Version Number:,v1.0,,,,,
,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,glb file of single organs
#VHMVasculature,#VHMaleOrgans,VHM_splenic_vein,splenic vein,UBERON:0003713,http://purl.obolibrary.org/obo/UBERON_0003713,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_superior_mesenteric_vein,superior mesenteric artery,UBERON:0001182,http://purl.obolibrary.org/obo/UBERON_0001182,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_superior_rectal_vein,superior rectal artery,UBERON:0035040,http://purl.obolibrary.org/obo/UBERON_0035040,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_cardiac_vein,cardiac vein,UBERON:0004148,http://purl.obolibrary.org/obo/UBERON_0004148,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_great_cardiac_vein,great vein of heart,UBERON:0006958,http://purl.obolibrary.org/obo/UBERON_0006958,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_middle_cardiac_vein,middle cardiac vein,UBERON:0009687,http://purl.obolibrary.org/obo/UBERON_0009687,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_oblique_vein_of_left_atrium,Oblique vein of left atrium,fma:fma4715,http://purl.org/sig/ont/fma/fma4715,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_anterior_cardiac_vein,Anterior cardiac vein,fma:fma76767,http://purl.org/sig/ont/fma/fma76767,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_coronary_sinus,coronary sinus,UBERON:0005438,http://purl.obolibrary.org/obo/UBERON_0005438,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_posterior_vein_of_left_ventricle,Posterior vein of left ventricle,fma:fma4712,http://purl.org/sig/ont/fma/fma4712,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_small_cardiac_vein,small cardiac vein,UBERON:0035374,http://purl.obolibrary.org/obo/UBERON_0035374,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_vein,pulmonary vein,UBERON:0002016,http://purl.obolibrary.org/obo/UBERON_0002016,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_vein_R_inf,right inferior pulmonary vein,fma:fma49911,http://purl.org/sig/ont/fma/fma49911,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_vein_R_sup,right superior pulmonary vein,fma:fma49914,http://purl.org/sig/ont/fma/fma49914,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_vein_L_inf,left inferior pulmonary vein,fma:fma49913,http://purl.org/sig/ont/fma/fma49913,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_pulmonary_vein_L_sup,left superior pulmonary vein,fma:fma49916,http://purl.org/sig/ont/fma/fma49916,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_common_iliac_vein,common iliac vein,UBERON:0001139,http://purl.obolibrary.org/obo/UBERON_0001139,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_common_iliac_vein_L,Left common iliac vein,fma:fma21388,http://purl.org/sig/ont/fma/fma21388,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_common_iliac_vein_R,Right common iliac vein,fma:fma21387,http://purl.org/sig/ont/fma/fma21387,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_brachiocephalic_vein,brachiocephalic vein,fma:fma4723,http://purl.org/sig/ont/fma/fma4723,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_brachiocephalic_vein_L,Left brachiocephalic vein,fma:fma4761,http://purl.org/sig/ont/fma/fma4761,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_brachiocephalic_vein_R,Right brachiocephalic vein,fma:fma4751,http://purl.org/sig/ont/fma/fma4751,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_external_iliac_vein,external iliac vein,UBERON:0001316,http://purl.obolibrary.org/obo/UBERON_0001316,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_external_iliac_vein_L,external iliac vein,UBERON:0001316,http://purl.obolibrary.org/obo/UBERON_0001316,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_external_iliac_vein_R,external iliac vein,UBERON:0001316,http://purl.obolibrary.org/obo/UBERON_0001316,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_rectal_vein,Inferior rectal vein,fma:fma21242,http://purl.org/sig/ont/fma/fma21242,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_rectal_vein_L,left Inferior rectal vein,fma:fma21314,http://purl.org/sig/ont/fma/fma21314,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_rectal_vein_R,right Inferior rectal vein,fma:fma21313,http://purl.org/sig/ont/fma/fma21313,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_internal_pudendal_vein,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_internal_pudendal_vein_L,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_internal_pudendal_vein_R,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_internal_iliac_vein,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_internal_iliac_vein_L,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_internal_iliac_vein_R,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_renal_vein,renal vein,UBERON:0001140,http://purl.obolibrary.org/obo/UBERON_0001140,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_renal_vein_L,left renal vein,UBERON:0001142,http://purl.obolibrary.org/obo/UBERON_0001142,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_renal_vein_R,right renal vein,UBERON:0001141,http://purl.obolibrary.org/obo/UBERON_0001141,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_middle_rectal_vein,Middle rectal vein,fma:fma18893,http://purl.org/sig/ont/fma/fma18893,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_middle_rectal_vein_L,Left middle rectal vein,fma:fma18895,http://purl.org/sig/ont/fma/fma18895,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_middle_rectal_vein_R,Right middle rectal vein,fma:fma18894,http://purl.org/sig/ont/fma/fma18894,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_colic_vein,,,,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_left_colic_vein,Left colic vein,fma:fma15394,http://purl.org/sig/ont/fma/fma15394,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_ileocolic_vein,ileocolic vein,UBERON:0001219,http://purl.obolibrary.org/obo/UBERON_0001219,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_right_colic_vein,Right colic vein,fma:fma15407,http://purl.org/sig/ont/fma/fma15407,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_middle_colic_vein,middle colic vein,UBERON:0001218,http://purl.obolibrary.org/obo/UBERON_0001218,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_pancreaticoduodenal_vein,Inferior pancreaticoduodenal vein,fma:fma0329299,http://purl.org/sig/ont/fma/fma0329299,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_vena_cava,vena cava,UBERON:0004087,http://purl.obolibrary.org/obo/UBERON_0004087,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_superior_vena_cava,superior vena cava,fma:fma4720,http://purl.org/sig/ont/fma/fma4720,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_vena_cava,inferior vena cava,fma:fma10951,http://purl.org/sig/ont/fma/fma10951,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_vena_cava_b,inferior vena cava,fma:fma10951,http://purl.org/sig/ont/fma/fma10951,VH_M_Vasculature
#VHMVasculature,#VHMaleOrgans,VHM_inferior_vena_cava_a,inferior vena cava,fma:fma10951,http://purl.org/sig/ont/fma/fma10951,VH_M_Vasculature
#VHMNervousSystem,#VHMaleOrgans,VHM_nervous_system,central nervous system,UBERON:0001017,http://purl.obolibrary.org/obo/UBERON_0001017,
#VHMAllenBrain,#VHMaleOrgans,Allen_brain,brain,UBERON:0000955,http://purl.obolibrary.org/obo/UBERON_0000955,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_brain_Hemisphere_L,left cerebral hemisphere,UBERON:0002812,http://purl.obolibrary.org/obo/UBERON_0002812,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_olfactory_bulb_L,olfactory bulb,UBERON:0002264,http://purl.obolibrary.org/obo/UBERON_0002264,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_olfactory_nucleus_L,anterior olfactory nucleus,UBERON:0002266,http://purl.obolibrary.org/obo/UBERON_0002266,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_piriform_region_L,piriform cortex,UBERON:0004725,http://purl.obolibrary.org/obo/UBERON_0004725,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_frontal_agranular_insular_cortex_area_Fl_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_temporal_agranular_insular_cortex_area_Tl_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_head_of_caudate_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_body_of_caudate_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_tail_of_caudate_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_putamen_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_nucleus_accumbens_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_external_segment_of_globus_pallidus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_internal_segment_of_globus_pallidus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_claustrum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_basal_forebrain_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_septal_nuclei_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_amygdaloid_complex_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_amygdaloid_area_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_central_nuclear_group_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_basolateral_nucleus_basal_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_basomedial_nucleus_accessory_basal_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_cortical_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_cortical_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_medial_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_amygdalohippocampal_area_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_bed_nucleus_of_stria_terminalis_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_nuclear_complex_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_dorsal_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_mediodorsal_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_reuniens_nucleus_medioventral_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_posterior_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_pulvinar_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_ventral_anterior_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_ventral_lateral_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_ventral_posterior_lateral_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_ventral_posterior_medial_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_dorsal_lateral_geniculate_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_medial_geniculate_nuclei_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_centromedian_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_parafascicular_nucleus_of_thalamus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_habenular_nuclei_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_pineal_body_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_zona_incerta_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_subthalamic_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_hypothalamus_L,hypothalamus,UBERON:0001898,http://purl.obolibrary.org/obo/UBERON_0001898,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_preoptic_region_of_HTH_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_supraoptic_region_of_HTH_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_tuberal_region_of_HTH_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_mammillary_region_of_HTH_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_white_matter_of_forebrain_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_commissure_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_corpus_callosum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_fornix_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_mammillothalamic_tract_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_optic_tract_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_horn_of_lateral_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_body_of_lateral_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_horn_of_lateral_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_horn_of_lateral_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_third_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebellar_vermis_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebellar_deep_nuclei_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_white_matter_of_hindbrain_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_olfactory_tract_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_precentral_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_frontal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_middle_frontal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_frontal_gyrus_triangular_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_frontal_gyrus_opercular_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_gyrus_rectus_straight_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_medial_orbital_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_intermediate_orbital_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_intermediate_orbital_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_orbital_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_paracentral_lobule_rostral_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_frontal_operculum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_postcentral_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_supraparietal_lobule_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_supramarginal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_angular_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_precuneus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_paracentral_lobule_caudal_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_temporal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_middle_temporal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_temporal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_occipitotemporal_fusiform_gyrus_temporal_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_transverse_temporal_gyrus_Heschls_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_planum_temporale_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_temporal_pole_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_planum_polare_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_occipital_pole_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cuneus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lingual_gyrus_medial_occipitotemporal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_occipitotemporal_fusiform_gyrus_occipital_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_occipital_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_occipital_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cingulate_gyrus_rostral_anterior_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cingulate_gyrus_caudal_posterior_part_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_ingulo_parahippocampal_isthmus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_subcallosal_gyrus_parolfactory_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_parahippocampal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_posterior_parahippocampal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_gyrus_ambiens_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_head_of_hippocampus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_body_of_hippocampus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_tail_of_hippocampus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_long_insular_gyri_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_short_insular_gyri_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_limen_insula_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_pretectal_region_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_midbrain_tegmentum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_red_nucleus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_substantia_nigra_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_colliculus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_colliculus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebral_peduncle_crus_cerebri_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_superior_cerebellar_peduncle_brachium_conjunctivum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_cerebral_aqueduct_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_paravermis_of_cerebellum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_hemisphere_of_cerebellum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_basilar_part_of_pons_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_pontine_tegmentum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_pyramidal_part_of_medulla_oblongata_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_tegmentum_of_medulla_oblongata_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_olive_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_inferior_cerebellar_peduncle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_middle_cerebellar_peduncle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_fourth_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_central_canal_of_medulla_oblongata_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_midline_nuclear_complex_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_lateral_olfactory_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_parietal_operculum_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_optic_ratiation_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_posteroventral_putamen_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_atrium_of_lateral_ventricle_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_paracingulate_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_rostral_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_frontomarginal_gyrus_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_frontal_pole_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_perirhinal_gyrus_rostral_part_of_FuGt_L,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_brain_Hemisphere_R,right cerebral hemisphere,UBERON:0002813,http://purl.obolibrary.org/obo/UBERON_0002813,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_olfactory_bulb_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_anterior_olfactory_nucleus_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_piriform_region_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_frontal_agranular_insular_cortex_area_Fl_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_temporal_agranular_insular_cortex_area_Tl_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_head_of_caudate_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_body_of_caudate_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_tail_of_caudate_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_putamen_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_nucleus_accumbens_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_external_segment_of_globus_pallidus_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_internal_segment_of_globus_pallidus_R,,,,Allen_M_Brain.glb
#VHMAllenBrain,#VHMaleOrgans,Allen_claustrum_R,,,,Allen_M_Brain.glb
