"Anatomical Structures, Cell Types and Biomarkers (ASCT+B) Tables to 3D Reference Object Library Mapping",,,,,,,
,,,,,,,
Author Name(s):,"Ellen M. Quardokus;  Heidi Schlehlein; Bruce Herr, II; Katy Borner",,,,,,
Author ORCID(s):,"0000-0001-7655-4833; 0000-0002-3333-5646;  0000-0002-8977-498X, 0000-0002-6703-7647, 0000-0002-3321-6137",,,,,,
Reviewer(s):,,,,,,,
Reviewer ORCID(s):,,,,,,,
General Publication(s):,"Borner, Katy, Sarah A. Teichmann, Ellen M. Quardokus, James C. Gee, Kristen Browne, David Osumi-Sutherland, Bruce W. Herr, et al. 2021. ""Anatomical Structures, Cell Types and Biomarkers of the Human Reference Atlas."" Nature Cell Biology 23 (11): 1117-28. https://doi.org/10.1038/s41556-021-00788-6.",,,,,,
Data DOI:,https://doi.org/10.48539/HBM224.QJKZ.987,,,,,,
Date:,6/15/24,,,,,,
Version Number:,v1.6,,,,,,
anatomical_structure_of,source_spatial_entity,node_name,label,OntologyID,representation_of,node_type,glb file of single organs
#VHMBloodVasculature,#VHMaleOrgans,VH_M_median_sacral_vein,median sacral vein,UBERON:0006687,http://purl.obolibrary.org/obo/UBERON_0006687,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_sigmoid_vein,sigmoid vein,FMA:15395,http://purl.org/sig/ont/fma/fma15395,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_superior_mesenteric_vein,superior mesenteric artery,UBERON:0001182,http://purl.obolibrary.org/obo/UBERON_0001182,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_superior_rectal_vein,superior rectal artery,UBERON:0035040,http://purl.obolibrary.org/obo/UBERON_0035040,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_common_iliac_vein,common iliac vein,UBERON:0001139,http://purl.obolibrary.org/obo/UBERON_0001139,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_common_iliac_vein_L,Left common iliac vein,FMA:21388,http://purl.org/sig/ont/fma/fma21388,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_common_iliac_vein_R,Right common iliac vein,FMA:21387,http://purl.org/sig/ont/fma/fma21387,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_pancreaticoduodenal_vein,Inferior pancreaticoduodenal vein,FMA:0329299,http://purl.org/sig/ont/fma/fma0329299,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_external_iliac_vein,external iliac vein,UBERON:0001316,http://purl.obolibrary.org/obo/UBERON_0001316,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_external_iliac_vein_L,external iliac vein,UBERON:0001316,http://purl.obolibrary.org/obo/UBERON_0001316,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_external_iliac_vein_R,external iliac vein,UBERON:0001316,http://purl.obolibrary.org/obo/UBERON_0001316,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_rectal_vein,Inferior rectal vein,FMA:21242,http://purl.org/sig/ont/fma/fma21242,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_rectal_vein_L,left Inferior rectal vein,FMA:21314,http://purl.org/sig/ont/fma/fma21314,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_rectal_vein_R,right Inferior rectal vein,FMA:21313,http://purl.org/sig/ont/fma/fma21313,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_internal_pudendal_vein,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_internal_pudendal_vein_L,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_internal_pudendal_vein_R,internal pudendal vein,UBERON:0018252,http://purl.obolibrary.org/obo/UBERON_0018252,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_internal_iliac_vein,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_internal_iliac_vein_L,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_internal_iliac_vein_R,internal iliac vein,UBERON:0001317,http://purl.obolibrary.org/obo/UBERON_0001317,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_colic_vein,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_colic_vein,Left colic vein,FMA:15394,http://purl.org/sig/ont/fma/fma15394,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_ileocolic_vein,ileocolic vein,UBERON:0001219,http://purl.obolibrary.org/obo/UBERON_0001219,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_colic_vein,Right colic vein,FMA:15407,http://purl.org/sig/ont/fma/fma15407,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_colic_vein,middle colic vein,UBERON:0001218,http://purl.obolibrary.org/obo/UBERON_0001218,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_rectal_vein,Middle rectal vein,FMA:18893,http://purl.org/sig/ont/fma/fma18893,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_rectal_vein_L,Left middle rectal vein,FMA:18895,http://purl.org/sig/ont/fma/fma18895,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_rectal_vein_R,Right middle rectal vein,FMA:18894,http://purl.org/sig/ont/fma/fma18894,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_arteries_of_large_intestine,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_colic_artery,colic artery,UBERON:0035548,http://purl.obolibrary.org/obo/UBERON_0035548,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_colic_artery,Right colic artery,FMA:14811,http://purl.org/sig/ont/fma/fma14811,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_colic_artery,middle colic artery,UBERON:0001196,http://purl.obolibrary.org/obo/UBERON_0001196,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_colic_artery,Left colic artery,FMA:14826,http://purl.org/sig/ont/fma/fma14826,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_ileocolic_artery,ileocolic artery,UBERON:0035548,http://purl.obolibrary.org/obo/UBERON_0001197,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_sigmoid_artery,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_sigmoid_artery_a,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_sigmoid_artery_b,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_sigmoid_artery_c,sigmoid artery,UBERON:0035180,http://purl.obolibrary.org/obo/UBERON_0035180,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_mesenteric_artery,inferior mesenteric artery,UBERON:0001183,http://purl.obolibrary.org/obo/UBERON_0001183,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_superior_mesenteric_artery,superior mesenteric artery,UBERON:0001182,http://purl.obolibrary.org/obo/UBERON_0001182,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_marginal_artery_of_Drummond,marginal colic artery,FMA:14824,http://purl.org/sig/ont/fma/fma14824,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_blood_vasculature_of_kidney,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_veins_of_kidney,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_renal_vein,renal vein,UBERON:0001140,http://purl.obolibrary.org/obo/UBERON_0001140,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_renal_vein_L,left renal vein,UBERON:0001142,http://purl.obolibrary.org/obo/UBERON_0001142,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_renal_vein_R,right renal vein,UBERON:0001141,http://purl.obolibrary.org/obo/UBERON_0001141,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_arteries_of_kidney,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_renal_artery,renal artery,UBERON:0001184,http://purl.obolibrary.org/obo/UBERON_0001184,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_renal_artery,left renal artery,UBERON:0001186,http://purl.obolibrary.org/obo/UBERON_0001186,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_renal_artery,right renal artery,UBERON:0001185,http://purl.obolibrary.org/obo/UBERON_0001185,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_blood_vasculature_of_heart,-,-,-,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_arteries_of_heart,-,-,-,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_aorta,aorta,UBERON:0000947,http://purl.obolibrary.org/obo/UBERON_0000947,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_aortic_arch,arch of aorta,UBERON:0001508,http://purl.obolibrary.org/obo/UBERON_0001508,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_ascending_aorta,ascending aorta,UBERON:0001496,http://purl.obolibrary.org/obo/UBERON_0001496,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_brachiocephalic_artery,brachiocephalic artery,UBERON:0001529,http://purl.obolibrary.org/obo/UBERON_0001529,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_brachiocephalic_artery_b,brachiocephalic artery,UBERON:0001529,http://purl.obolibrary.org/obo/UBERON_0001529,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_brachiocephalic_artery_a,brachiocephalic artery,UBERON:0001529,http://purl.obolibrary.org/obo/UBERON_0001529,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_common_carotid_artery,left common carotid artery plus branches,UBERON:0001536,http://purl.obolibrary.org/obo/UBERON_0001536,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_common_carotid_artery_a,left common carotid artery plus branches,UBERON:0001536,http://purl.obolibrary.org/obo/UBERON_0001536,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_common_carotid_artery_b,left common carotid artery plus branches,UBERON:0001536,http://purl.obolibrary.org/obo/UBERON_0001536,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_subclavian_artery,left subclavian artery,UBERON:0001584,http://purl.obolibrary.org/obo/UBERON_0001584,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_subclavian_artery_a,left subclavian artery,UBERON:0001584,http://purl.obolibrary.org/obo/UBERON_0001584,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_subclavian_artery_b,left subclavian artery,UBERON:0001584,http://purl.obolibrary.org/obo/UBERON_0001584,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_descending_aorta,descending aorta,UBERON:0001514,http://purl.obolibrary.org/obo/UBERON_0001514,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_descending_aorta_a,descending aorta,UBERON:0001514,http://purl.obolibrary.org/obo/UBERON_0001514,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_descending_aorta_b,descending aorta,UBERON:0001514,http://purl.obolibrary.org/obo/UBERON_0001514,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_cardiac_artery,-,-,-,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_anterior_descending_artery,Anterior descending branch of left pulmonary artery,FMA:8636,http://purl.org/sig/ont/fma/fma8636,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_marginal_artery,marginal branch of right coronary artery,FMA:3818,http://purl.org/sig/ont/fma/fma3818,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_posterior_descending_artery,Posterior interventricular branch of right coronary artery,FMA:3840,http://purl.org/sig/ont/fma/fma3840,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_diagonal_branch_of_anterior_descending_branch_of_left_coronary_artery,Diagonal branch of anterior descending branch of left coronary artery,FMA:3860,http://purl.org/sig/ont/fma/fma3860,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_coronary_artery,left coronary artery,UBERON:0001626,http://purl.obolibrary.org/obo/UBERON_0001626,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_coronary_artery,right coronary artery,UBERON:0001625,http://purl.obolibrary.org/obo/UBERON_0001625,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_diagonal_branch_of_left_anterior_descending_artery,Diagonal branch of anterior descending branch of left coronary artery,FMA:3860,http://purl.org/sig/ont/fma/fma3860,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_marginal_branch,Left marginal artery,FMA:3902,http://purl.org/sig/ont/fma/fma3902,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_artery,pulmonary artery,UBERON:0002012,http://purl.obolibrary.org/obo/UBERON_0002012,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_artery_L,left pulmonary artery,UBERON:0001652,http://purl.obolibrary.org/obo/UBERON_0001652,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_artery_R,right pulmonary artery,UBERON:0001651,http://purl.obolibrary.org/obo/UBERON_0001651,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_trunk,pulmonary trunk,UBERON:0002333,http://purl.obolibrary.org/obo/UBERON_0002333,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_veins_of_heart,-,-,-,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_cardiac_vein,cardiac vein,UBERON:0004148,http://purl.obolibrary.org/obo/UBERON_0004148,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_great_cardiac_vein,great vein of heart,UBERON:0006958,http://purl.obolibrary.org/obo/UBERON_0006958,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_cardiac_vein,middle cardiac vein,UBERON:0009687,http://purl.obolibrary.org/obo/UBERON_0009687,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_oblique_vein_of_left_atrium,Oblique vein of left atrium,FMA:4715,http://purl.org/sig/ont/fma/fma4715,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_anterior_cardiac_vein,Anterior cardiac vein,FMA:76767,http://purl.org/sig/ont/fma/fma76767,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_coronary_sinus,coronary sinus,UBERON:0005438,http://purl.obolibrary.org/obo/UBERON_0005438,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_posterior_vein_of_left_ventricle,Posterior vein of left ventricle,FMA:4712,http://purl.org/sig/ont/fma/fma4712,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_small_cardiac_vein,small cardiac vein,UBERON:0035374,http://purl.obolibrary.org/obo/UBERON_0035374,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_vein,pulmonary vein,UBERON:0002016,http://purl.obolibrary.org/obo/UBERON_0002016,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_vein_R_inf,right inferior pulmonary vein,FMA:49911,http://purl.org/sig/ont/fma/fma49911,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_vein_R_sup,right superior pulmonary vein,FMA:49914,http://purl.org/sig/ont/fma/fma49914,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_vein_L_inf,left inferior pulmonary vein,FMA:49913,http://purl.org/sig/ont/fma/fma49913,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_pulmonary_vein_L_sup,left superior pulmonary vein,FMA:49916,http://purl.org/sig/ont/fma/fma49916,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_brachiocephalic_vein,brachiocephalic vein,FMA:4723,http://purl.org/sig/ont/fma/fma4723,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_brachiocephalic_vein_L,Left brachiocephalic vein,FMA:4761,http://purl.org/sig/ont/fma/fma4761,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_brachiocephalic_vein_R,Right brachiocephalic vein,FMA:4751,http://purl.org/sig/ont/fma/fma4751,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_vena_cava,vena cava,UBERON:0004087,http://purl.obolibrary.org/obo/UBERON_0004087,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_superior_vena_cava,superior vena cava,FMA:4720,http://purl.org/sig/ont/fma/fma4720,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_vena_cava,inferior vena cava,FMA:10951,http://purl.org/sig/ont/fma/fma10951,organizational,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_vena_cava_b,inferior vena cava,FMA:10951,http://purl.org/sig/ont/fma/fma10951,surface,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_inferior_vena_cava_a,inferior vena cava,FMA:10951,http://purl.org/sig/ont/fma/fma10951,mesh,3d-vh-m-heart
#VHMBloodVasculature,#VHMaleOrgans,VH_M_blood_vasculature_of_spleen,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_veins_of_spleen,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_splenic_vein,splenic vein,UBERON:0003713,http://purl.obolibrary.org/obo/UBERON_0003713,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_arteries_of_spleen,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_splenic_artery,splenic artery,UBERON:0001194,http://purl.obolibrary.org/obo/UBERON_0001194,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_blood_vasculature_of_gall_bladder,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_veins_of_gallbladder,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_cystic_vein,cystic vein,UBERON:0035392,http://purl.obolibrary.org/obo/UBERON_0035392,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_arteries_of_gallbladder,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_cystic_artery,cystic artery,UBERON:0039222,http://purl.obolibrary.org/obo/UBERON_0039222,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_blood_vasculature_of_liver,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_arteries_of_liver,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_celiac_trunk,Celiac trunk,FMA:14812,http://purl.org/sig/ont/fma/fma14812,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_hepatic_artery,Left hepatic artery,FMA:14779,http://purl.org/sig/ont/fma/fma14779,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_proper_hepatic_artery,Hepatic artery proper,FMA:14772,http://purl.org/sig/ont/fma/fma14772,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_posterior_segmental_right_hepatic_artery,-,-,-,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_hepatic_artery,Right hepatic artery,FMA:14778,http://purl.org/sig/ont/fma/fma14778,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_anterior_segmental_right_hepatic_artery,-,-,-,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_common_hepatic_artery,common hepatic artery,UBERON:0005436,http://purl.obolibrary.org/obo/UBERON_0005436,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_hepatic_artery_branch_of_left_hepatic_artery,-,-,-,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_veins_of_liver,-,-,-,organizational,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_hepatic_vein,Right hepatic vein,FMA:14338,http://purl.org/sig/ont/fma/fma14338,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_hepatic_vein,Left hepatic vein,FMA:14339,http://purl.org/sig/ont/fma/fma14339,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_middle_hepatic_vein,Middle hepatic vein,FMA:14340,http://purl.org/sig/ont/fma/fma14340,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_left_branch_of_portal_vein,-,-,-,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_right_branch_of_portal_vein,-,-,-,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_portal_vein,-,-,-,surface,3d-vh-m-blood-vasculature
#VHMBloodVasculature,#VHMaleOrgans,VH_M_hepatic_portal_vein,hepatic portal vein,UBERON:0001639,http://purl.obolibrary.org/obo/UBERON_0001639,surface,3d-vh-m-blood-vasculature
#VHMLungV1.1,#VHMaleOrgans,VH_M_respiratory_system,respiratory system,UBERON:0001004,http://purl.obolibrary.org/obo/UBERON_0001004,organizational,3d-vh-m-united
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs,lung,UBERON:0002048,http://purl.obolibrary.org/obo/UBERON_0002048,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_L,left lung,UBERON:0002168,http://purl.obolibrary.org/obo/UBERON_0002168,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_L_upper_lobe,Upper Lobe of Left Lung,UBERON:0008952,http://purl.obolibrary.org/obo/UBERON_0008952,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_upper_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lingula_superior_bronchopulmonary_segment,Superior lingular bronchopulmonary segment,FMA:7374,http://purl.org/sig/ont/fma/fma7374,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_posterior_bronchopulmonary_segment,Left posterior bronchopulmonary segment,FMA:7386,http://purl.org/sig/ont/fma/fma7386,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_anterior_bronchopulmonary_segment,Left Anterior Bronchopulmonary Segment,FMA:7373,http://purl.org/sig/ont/fma/fma7373,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_apical_bronchopulmonary_segment,Left apical bronchopulmonary segment,FMA:7385,http://purl.org/sig/ont/fma/fma7385,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lingula_inferior_bronchopulmonary_segment,Inferior lingular bronchopulmonary segment,FMA:7375,http://purl.org/sig/ont/fma/fma7375,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_lungs_L_lower_lobe,Lower Lobe of Left Lung,UBERON:0008953,http://purl.obolibrary.org/obo/UBERON_0008953,organizational,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_hilum_lower_L,left lung hilus,UBERON:0004887,http://purl.obolibrary.org/obo/UBERON_0004887,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_anterior_basal_bronchopulmonary_segment,left anterior basal bronchopulmonary segment,FMA:7378,http://purl.org/sig/ont/fma/fma7378,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_lateral_basal_bronchopulmonary_segment,left Lateral Basal Bronchopulmonary Segment,FMA:7379,http://purl.org/sig/ont/fma/fma7379,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_medial_basal_bronchopulmonary_segment,Left Medial Basal Bronchopulmonary Segment,FMA:7377,http://purl.org/sig/ont/fma/fma7377,surface,3d-vh-m-lung
#VHMLungV1.1,#VHMaleOrgans,VH_M_left_posetrior_basal_bronchopulmonary_segment,Left posterior basal segmental bronchus,FMA:7508,http://purl.org/sig/ont/fma/fma7508,surface,3d-vh-m-lung
